tx gt,ty gt,tz gt
1.3352,0.5859,1.437
1.3343,0.5859,1.4374
1.3335,0.5859,1.4377
1.3326,0.5858,1.438
1.3318,0.5858,1.4384
1.3309,0.5858,1.4388
1.3297,0.5857,1.4391
1.3285,0.5856,1.4395
1.3278,0.5856,1.44
1.3267,0.5856,1.4404
1.3256,0.5857,1.4407
1.3248,0.5857,1.4411
1.3238,0.5856,1.4413
1.3228,0.5856,1.4416
1.322,0.5855,1.4418
1.3211,0.5853,1.4421
1.3203,0.5852,1.4424
1.3194,0.5851,1.4427
1.3185,0.585,1.443
1.3174,0.5849,1.4432
1.3169,0.5847,1.4433
1.316,0.5846,1.4434
1.3151,0.5845,1.4435
1.3145,0.5843,1.4436
1.3137,0.5842,1.4436
1.3131,0.5841,1.4436
1.3127,0.5841,1.4441
1.3118,0.5839,1.444
1.311,0.5839,1.4441
1.3104,0.5839,1.4442
1.3098,0.5839,1.4443
1.3093,0.5839,1.4443
1.309,0.5838,1.4444
1.3085,0.5838,1.4444
1.3079,0.5838,1.4445
1.3074,0.5839,1.4445
1.3071,0.584,1.4446
1.3067,0.584,1.4447
1.3063,0.5841,1.4448
1.306,0.5842,1.4449
1.3056,0.5843,1.445
1.3053,0.5842,1.4452
1.3049,0.5842,1.4453
1.3046,0.584,1.4454
1.3043,0.584,1.4455
1.3039,0.5839,1.4456
1.3037,0.5839,1.4457
1.3034,0.5839,1.4458
1.3031,0.5838,1.446
1.3028,0.5837,1.4463
1.3025,0.5836,1.4466
1.3022,0.5834,1.4469
1.302,0.5833,1.4471
1.3018,0.5832,1.4473
1.3015,0.583,1.4475
1.3012,0.5828,1.4476
1.3011,0.5827,1.4478
1.301,0.5825,1.448
1.3008,0.5823,1.4481
1.3006,0.582,1.4482
1.3004,0.5818,1.4483
1.3003,0.5817,1.4484
1.3001,0.5815,1.4485
1.2998,0.5814,1.4485
1.2996,0.5813,1.4485
1.2993,0.5812,1.4485
1.2992,0.5812,1.4485
1.2989,0.5811,1.4485
1.2986,0.5811,1.4483
1.2981,0.581,1.4481
1.2975,0.581,1.4479
1.297,0.581,1.4477
1.2966,0.581,1.4476
1.2959,0.5811,1.4474
1.2951,0.5813,1.4471
1.2945,0.5815,1.447
1.294,0.5817,1.4469
1.2934,0.5819,1.4467
1.2928,0.582,1.4465
1.2921,0.5823,1.4465
1.2914,0.5825,1.4466
1.2908,0.5827,1.4466
1.29,0.5828,1.4467
1.2896,0.583,1.4467
1.2892,0.5832,1.4467
1.2885,0.5834,1.4467
1.2879,0.5837,1.4466
1.2873,0.5839,1.4466
1.2868,0.5842,1.4466
1.2865,0.5843,1.4467
1.2861,0.5845,1.4468
1.2857,0.5846,1.447
1.2853,0.5847,1.4471
1.2849,0.5848,1.4472
1.2845,0.5849,1.4473
1.2843,0.585,1.4474
1.284,0.5851,1.4474
1.2838,0.5851,1.4475
1.2836,0.5851,1.4476
1.2834,0.5852,1.4477
1.2831,0.5852,1.4478
1.2829,0.5851,1.448
1.2827,0.5852,1.448
1.2826,0.5852,1.4481
1.2826,0.585,1.4483
1.2824,0.585,1.4484
1.2823,0.5848,1.4485
1.2822,0.5847,1.4487
1.2823,0.5845,1.4489
1.282,0.5843,1.4489
1.2818,0.5841,1.449
1.2818,0.5839,1.4492
1.2816,0.5837,1.4495
1.2816,0.5836,1.4496
1.2815,0.5834,1.4498
1.2815,0.5832,1.45
1.2813,0.583,1.4501
1.2812,0.5829,1.4504
1.2811,0.5827,1.4505
1.281,0.5826,1.4507
1.281,0.5825,1.4508
1.2808,0.5823,1.451
1.2807,0.5822,1.4513
1.2806,0.5821,1.4514
1.2804,0.5821,1.4516
1.2802,0.582,1.4518
1.28,0.582,1.452
1.2799,0.5821,1.4522
1.2798,0.5821,1.4524
1.2797,0.5821,1.4526
1.2796,0.5822,1.4527
1.2794,0.5822,1.453
1.2794,0.5823,1.4532
1.2793,0.5823,1.4535
1.2792,0.5822,1.4538
1.2791,0.5821,1.454
1.279,0.5821,1.4542
1.2789,0.582,1.4544
1.2789,0.5819,1.4546
1.2789,0.5818,1.4548
1.2789,0.5818,1.455
1.2789,0.5818,1.4552
1.2789,0.5817,1.4554
1.2789,0.5817,1.4557
1.279,0.5816,1.4559
1.2789,0.5816,1.4561
1.2788,0.5815,1.4563
1.2789,0.5814,1.4566
1.2788,0.5814,1.4567
1.2788,0.5813,1.4568
